BLOCK	TRANSECT	PLOT	MODULE	SUBMODULE	CORNER	SAMPLING_ID	SPECIES	SPECIES_CORRECTED	SPCODE	FREQUENCY	DATE	DATE_CORRECTED	>1M	CONERCONER	DATE OF FIRE	TIME SINCE FIRE (DAYS)	SPECIES_NEW_NAMES	NEW_SPCODE
F1	1	4	4	0.3	B	F1_1_4_4_0.3_B	SOLIDAGO STRICTA        	SOLIDAGO STRICTA	SOLSTR	4	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	ANEMIA ADIANTIFOLIA      	ANEMIA ADIANTIFOLIA	ANEADI	16	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	ARDISIA ESCALLONIOIDES     	ARDISIA ESCALLONIOIDES	ARDESC	2	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	ASTER DUMOSUS         	ASTER DUMOSUS	ASTDUM	10	1/16/1998	1/16/1998					SYMPHYOTRICHUM DUMOSUM	SYMDUM
F1	1	4	4	1	B	F1_1_4_4_1_B	BACCHARIS SP     	BACCHARIS SPP	BACSPP	10	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	CHIOCOCCA PARVIFOLIA      	CHIOCOCCA PARVIFOLIA	CHIPAR	2	1/16/1998	1/16/1998					CHIOCOCCA ALBA	CHIALB
F1	1	4	4	1	B	F1_1_4_4_1_B	CLADIUM JAMAICENSE       	CLADIUM JAMAICENSE	CLAJAM	6	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	CROTOLARIA PUMILA       	CROTALARIA PUMILA	CROPUM	14	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	DYSCHORISTE ANGUSTA      	DYSCHORISTE ANGUSTA	DYSANG	1	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	GUETTARDA ELLIPTICA       	GUETTARDA ELLIPTICA	GUEELL	5	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	GUETTARDA SCABRA        	GUETTARDA SCABRA	GUESCA	6	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	LOG	LOG		30	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	MUHLENBERGIA FILIPES      	MUHLENBERGIA FILIPES	MUHFIL	12	1/16/1998	1/16/1998					MUHLENBERGIA CAPILLARIS VAR. FILIPES	MUHCAPFIL
F1	1	4	4	1	B	F1_1_4_4_1_B	MYRICA CERIFERA        	MYRICA CERIFERA	MYRCER	67	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	MYRSINE FLORIDANA       	MYRSINE FLORIDANA	MYRFLO	22	1/16/1998	1/16/1998					MYRSINE CUBANA	MYRCUB
F1	1	4	4	1	B	F1_1_4_4_1_B	PASSIFLORA SUBEROSA      	PASSIFLORA SUBEROSA	PASSUB	4	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	PHYLLANTHUS SP         	PHYLLANTHUS SPP	PHYSPP	1	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	PHYSALIS VISCOSA        	PHYSALIS VISCOSA	PHYVIS	8	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	RANDIA ACULEATA        	RANDIA ACULEATA	RANACU	1	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	ROCK	ROCK		14	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	RUELLIA CAROLINIENSIS     	RUELLIA CAROLINIENSIS	RUECAR	8	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	SERENOA REPENS         	SERENOA REPENS	SERREP	5	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	SMILAX AURICULATA       	SMILAX AURICULATA	SMIAUR	16	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	SOLIDAGO STRICTA        	SOLIDAGO STRICTA	SOLSTR	16	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	ACALYPHA CHAMAEDRIFOLIA	ACALYPHA CHAMAEDRIFOLIA	ACACHA	1	1/16/1998	1/16/1998						
F1	1	4	4	1	B	F1_1_4_4_1_B	WALTHERIA INDICA        	WALTHERIA INDICA	WALIND	4	1/16/1998	1/16/1998						
F1	1	4	4	3	B	F1_1_4_4_3_B	BUMELIA RECLINATA       	BUMELIA RECLINATA	BUMREC	1	1/16/1998	1/16/1998						
F1	1	4	4	3	B	F1_1_4_4_3_B	BUMELIA SALICIFOLIA      	BUMELIA SALICIFOLIA	BUMSAL	76	1/16/1998	1/16/1998					SIDEROXYLON SALICIFOLIUM	SIDSAL
F1	1	4	4	3	B	F1_1_4_4_3_B	FICUS SP     	FICUS SPP	FICSPP	14	1/16/1998	1/16/1998						
F1	1	4	4	3	B	F1_1_4_4_3_B	HYPTIS ALATA          	HYPTIS ALATA	HYPALA	4	1/16/1998	1/16/1998						
F1	1	4	4	3	B	F1_1_4_4_3_B	METOPIUM TOXIFERUM       	METOPIUM TOXIFERUM	METTOX	25	1/16/1998	1/16/1998						
F1	1	4	4	3	B	F1_1_4_4_3_B	MIKANIA SCANDENS        	MIKANIA SCANDENS	MIKSCA	4	1/16/1998	1/16/1998						
F1	1	4	4	3	B	F1_1_4_4_3_B	MORINDA ROYOC         	MORINDA ROYOC	MORROY	10	1/16/1998	1/16/1998						
F1	1	4	4	3	B	F1_1_4_4_3_B	PTERIS BAHAMENSIS       	PTERIS BAHAMENSIS	PTEBAH	4	1/16/1998	1/16/1998						
F1	1	4	4	3	B	F1_1_4_4_3_B	SABAL PALMETTO         	SABAL PALMETTO	SABPAL	81	1/16/1998	1/16/1998						
F1	1	4	4	3	B	F1_1_4_4_3_B	SCHINUS TEREBINTHIFOLIUS    	SCHINUS TEREBINTHIFOLIUS	SCHTER	2	1/16/1998	1/16/1998						
F1	1	4	4	3	B	F1_1_4_4_3_B	TETRAZIGIA BICOLOR       	TETRAZYGIA BICOLOR	TETBIC	20	1/16/1998	1/16/1998					MICONIA BICOLOR	MICBIC
F1	1	4	4	10	I	F1_1_4_4_10_I	ACACIA PINETORUM        	ACACIA PINETORUM	ACAPIN	45	1/19/1998	1/19/1998					VACHELLIA FARNESIANA VAR. PINETORUM	VACFARPIN
F1	1	4	4	10	I	F1_1_4_4_10_I	AGALINIS SP	AGALINIS SPP	AGASPP	4	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	ANGADENIA SAGRAEI       	ANGADENIA SAGRAEI	ANGSAG	33	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	BORRERIA TERMINALIS      	BORRERIA TERMINALIS	BORTER	39	1/19/1998	1/19/1998					SPERMACOCE VERTICILLATA	SPEVER
F1	1	4	4	10	I	F1_1_4_4_10_I	CASSIA DEERINGIANA       	CASSIA DEERINGIANA	CASDEE	2	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	CHAMAESYCE PORTERIANA     	CHAMAESYCE PORTERIANA	CHAPOR	5	1/19/1998	1/19/1998					EUPHORBIA PORTERIANA	EUPPOR
F1	1	4	4	10	I	F1_1_4_4_10_I	CHRYSOPHYLLUM OLIVIFORME    	CHRYSOPHYLLUM OLIVIFORME	CHROLI	52	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	COREOPSIS LEAVENWORTHII    	COREOPSIS LEAVENWORTHII	CORLEA	4	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	CYNOCTONUM SP         	CYNOCTONUM SPP	CYNSPP	1	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	DICHROMENA COLORATA	DICHROMENA COLORATA	DICCOL	1	1/19/1998	1/19/1998					RHYNCHOSPORA COLORATA	RHYCOL
F1	1	4	4	10	I	F1_1_4_4_10_I	ECHITES UMBELLATA       	ECHITES UMBELLATA	ECHUMB	13	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	EUPATORIUM LEPTOPHYLLUM    	EUPATORIUM LEPTOPHYLLUM	EUPLEP	28	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	HYPTIS ALATA          	HYPTIS ALATA	HYPALA	16	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	LANTANA DEPRESSA        	LANTANA DEPRESSA	LANDEP	15	1/19/1998	1/19/1998					LANTANA DEPRESSA VAR. DEPRESSA	LANDEPDEP
F1	1	4	4	10	I	F1_1_4_4_10_I	LANTANA INVOLUCRATA      	LANTANA INVOLUCRATA	LANINV	5	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	PERSEA BORBONIA        	PERSEA BORBONIA	PERBOR	5	1/19/1998	1/19/1998					PERSEA BORBONIA VAR. BORBONIA	PERBORBOR
F1	1	4	4	10	I	F1_1_4_4_10_I	PTERIDIUM CAUDATUM       	PTERIDIUM CAUDATUM	PTECAU	5	1/19/1998	1/19/1998					PTERIDIUM AQUILINUM VAR. CAUDATUM	PTEAQUCAU
F1	1	4	4	10	I	F1_1_4_4_10_I	SABATIA GRANDIFLORA      	SABATIA GRANDIFLORA	SABGRA	3	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	SAMOLUS EBRACTEATUS      	SAMOLUS EBRACTEATUS	SAMEBR	3	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	SCHIZACHYRIUM RHIZOMATUM    	SCHIZACHYRIUM RHIZOMATUM	SCHRHI	19	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	THELYPTERIS KUNTHII      	THELYPTERIS KUNTHII	THEKUN	3	1/19/1998	1/19/1998						
F1	1	4	4	10	I	F1_1_4_4_10_I	VERNONIA BLODGETTIA      	VERNONIA BLODGETTII	VERBLO	4	1/19/1998	1/19/1998						
F1	1	4	5	10	R	F1_1_4_5_10_R	HELIOTROPIUM POLYPHYLLUM    	HELIOTROPIUM POLYPHYLLUM	HELPOL	27	1/19/1998	1/19/1998					EUPLOCA POLYPHYLLA	EUPPOL
F1	1	4	5	10	R	F1_1_4_5_10_R	HYPERICUM HYPERICOIDES     	HYPERICUM HYPERICOIDES	HYPHYP	8	1/19/1998	1/19/1998						
F1	1	4	5	10	R	F1_1_4_5_10_R	PLUCHEA ROSEA         	PLUCHEA ROSEA	PLUROS	8	1/19/1998	1/19/1998					PLUCHEA BACCHARIS	PLUBAC
F1	1	4	5	10	R	F1_1_4_5_10_R	SETARIA GENICULATA       	SETARIA GENICULATA	SETGEN	7	1/19/1998	1/19/1998						
F1	1	4	5	10	R	F1_1_4_5_10_R	STILLINGIA SYLVATICA      	STILLINGIA SYLVATICA	STISYL	23	1/19/1998	1/19/1998						
F1	1	4	5	10	R	F1_1_4_5_10_R	RHYNCHOSPORA SP	RHYNCHOSPORA SPP	RHYSPP	5	1/19/1998	1/19/1998						
F1	1	4	6	10	R	F1_1_4_6_10_R	HELIOTROPIUM POLYPHYLLUM    	HELIOTROPIUM POLYPHYLLUM	HELPOL	7	1/19/1998	1/19/1998					EUPLOCA POLYPHYLLA	EUPPOL
F1	1	4	6	10	R	F1_1_4_6_10_R	HYPERICUM HYPERICOIDES     	HYPERICUM HYPERICOIDES	HYPHYP	1	1/19/1998	1/19/1998						
F1	1	4	6	10	R	F1_1_4_6_10_R	SETARIA GENICULATA       	SETARIA GENICULATA	SETGEN	1	1/19/1998	1/19/1998						
F1	1	4	6	10	R	F1_1_4_6_10_R	STILLINGIA SYLVATICA      	STILLINGIA SYLVATICA	STISYL	15	1/19/1998	1/19/1998						
F1	1	4	7	0.1	A	F1_1_4_7_0.1_A	MORINDA ROYOC         	MORINDA ROYOC	MORROY	1	1/15/1998	1/15/1998						
F1	1	4	7	0.1	A	F1_1_4_7_0.1_A	SERENOA REPENS         	SERENOA REPENS	SERREP	1	1/15/1998	1/15/1998						
F1	1	4	7	0.1	A	F1_1_4_7_0.1_A	SMILAX AURICULATA       	SMILAX AURICULATA	SMIAUR	1	1/15/1998	1/15/1998						
F1	1	4	7	0.1	A	F1_1_4_7_0.1_A	TETRAZIGIA BICOLOR       	TETRAZYGIA BICOLOR	TETBIC	1	1/15/1998	1/15/1998					MICONIA BICOLOR	MICBIC
F1	1	4	7	0.3	A	F1_1_4_7_0.3_A	MORINDA ROYOC         	MORINDA ROYOC	MORROY	1	1/15/1998	1/15/1998						
F1	1	4	7	0.3	A	F1_1_4_7_0.3_A	MYRSINE FLORIDANA       	MYRSINE FLORIDANA	MYRFLO	3	1/15/1998	1/15/1998					MYRSINE CUBANA	MYRCUB
F1	1	4	7	0.3	A	F1_1_4_7_0.3_A	SABAL PALMETTO         	SABAL PALMETTO	SABPAL	2	1/15/1998	1/15/1998						
F1	1	4	7	0.3	A	F1_1_4_7_0.3_A	SERENOA REPENS         	SERENOA REPENS	SERREP	7	1/15/1998	1/15/1998						
F1	1	4	7	0.3	A	F1_1_4_7_0.3_A	SMILAX AURICULATA       	SMILAX AURICULATA	SMIAUR	6	1/15/1998	1/15/1998						
F1	1	4	7	0.3	A	F1_1_4_7_0.3_A	TETRAZIGIA BICOLOR       	TETRAZYGIA BICOLOR	TETBIC	6	1/15/1998	1/15/1998					MICONIA BICOLOR	MICBIC
F1	1	4	7	1	A	F1_1_4_7_1_A	CHRYSOPHYLLUM OLIVIFORME    	CHRYSOPHYLLUM OLIVIFORME	CHROLI	12	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	FICUS SP          	FICUS SPP	FICSPP	11	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	GUETTARDA SCABRA        	GUETTARDA SCABRA	GUESCA	29	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	JACQUEMONTIA CURTISSII     	JACQUEMONTIA CURTISSII	JACCUR	11	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	MORINDA ROYOC         	MORINDA ROYOC	MORROY	4	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	MYRSINE FLORIDANA       	MYRSINE FLORIDANA	MYRFLO	6	1/15/1998	1/15/1998					MYRSINE CUBANA	MYRCUB
F1	1	4	7	1	A	F1_1_4_7_1_A	PASPALUM SP          	PASPALUM SPP	PASSPP	2	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	PHYSALIS VISCOSA        	PHYSALIS VISCOSA	PHYVIS	1	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	PINUS ELLIOTTII SEEDLING	PINUS ELLIOTTII	PINELL	4	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	PINUS ELLIOTTII SEEDLING IND	PINUS ELLIOTTII	PINELL	1	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	PTERIS BAHAMENSIS       	PTERIS BAHAMENSIS	PTEBAH	1	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	RANDIA ACULEATA        	RANDIA ACULEATA	RANACU	5	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	ROCK	ROCK		3	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	SABAL PALMETTO         	SABAL PALMETTO	SABPAL	50	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	SERENOA REPENS         	SERENOA REPENS	SERREP	83	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	SMILAX AURICULATA       	SMILAX AURICULATA	SMIAUR	50	1/15/1998	1/15/1998						
F1	1	4	7	1	A	F1_1_4_7_1_A	TETRAZIGIA BICOLOR       	TETRAZYGIA BICOLOR	TETBIC	88	1/15/1998	1/15/1998					MICONIA BICOLOR	MICBIC
F1	1	4	7	1	A	F1_1_4_7_1_A	ACALYPHA CHAMAEDRIFOLIA	ACALYPHA CHAMAEDRIFOLIA	ACACHA	1	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	ANEMIA ADIANTIFOLIA      	ANEMIA ADIANTIFOLIA	ANEADI	2	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	ANGADENIA SAGRAEI       	ANGADENIA SAGRAEI	ANGSAG	8	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	ARDISIA ESCALLONIOIDES     	ARDISIA ESCALLONIOIDES	ARDESC	11	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	BORRERIA TERMINALIS      	BORRERIA TERMINALIS	BORTER	6	1/15/1998	1/15/1998					SPERMACOCE VERTICILLATA	SPEVER
F1	1	4	7	3	A	F1_1_4_7_3_A	BUMELIA RECLINATA       	BUMELIA RECLINATA	BUMREC	3	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	BUMELIA SALICIFOLIA      	BUMELIA SALICIFOLIA	BUMSAL	18	1/15/1998	1/15/1998					SIDEROXYLON SALICIFOLIUM	SIDSAL
F1	1	4	7	3	A	F1_1_4_7_3_A	CASSYTHA FILIFORMIS      	CASSYTHA FILIFORMIS	CASFIL	19	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	CHAMAESYCE PORTERIANA     	CHAMAESYCE PORTERIANA	CHAPOR	1	1/15/1998	1/15/1998					EUPHORBIA PORTERIANA	EUPPOR
F1	1	4	7	3	A	F1_1_4_7_3_A	CROTOLARIA PUMILA       	CROTALARIA PUMILA	CROPUM	1	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	DODONEA VISCOSA        	DODONAEA VISCOSA	DODVIS	9	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	DYSCHORISTE ANGUSTA      	DYSCHORISTE ANGUSTA	DYSANG	4	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	GUETTARDA ELLIPTICA       	GUETTARDA ELLIPTICA	GUEELL	10	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	HYPTIS ALATA          	HYPTIS ALATA	HYPALA	5	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	LOG	LOG		25	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	METOPIUM TOXIFERUM       	METOPIUM TOXIFERUM	METTOX	51	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	MUHLENBERGIA FILIPES      	MUHLENBERGIA FILIPES	MUHFIL	11	1/15/1998	1/15/1998					MUHLENBERGIA CAPILLARIS VAR. FILIPES	MUHCAPFIL
F1	1	4	7	3	A	F1_1_4_7_3_A	MYRICA CERIFERA        	MYRICA CERIFERA	MYRCER	99	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	PASPALUM SP          	PASPALUM SPP	PASSPP	3	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	PASSIFLORA SUBEROSA      	PASSIFLORA SUBEROSA	PASSUB	5	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	PERSEA BORBONIA        	PERSEA BORBONIA	PERBOR	5	1/15/1998	1/15/1998					PERSEA BORBONIA VAR. BORBONIA	PERBORBOR
F1	1	4	7	3	A	F1_1_4_7_3_A	PHYLLANTHUS SP         	PHYLLANTHUS SPP	PHYSPP	1	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	RUELLIA CAROLINIENSIS     	RUELLIA CAROLINIENSIS	RUECAR	6	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	SACHSIA POLYCEPHALA	SACHSIA POLYCEPHALA	SACPOL	1	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	SCHIZACHYRIUM RHIZOMATUM    	SCHIZACHYRIUM RHIZOMATUM	SCHRHI	1	1/15/1998	1/15/1998						
F1	1	4	7	3	A	F1_1_4_7_3_A	SOLIDAGO STRICTA        	SOLIDAGO STRICTA	SOLSTR	6	1/15/1998	1/15/1998						
F1	1	4	7	0.1	C	F1_1_4_7_0.1_C	CHIOCOCCA PARVIFOLIA      	CHIOCOCCA PARVIFOLIA	CHIPAR	1	1/15/1998	1/15/1998					CHIOCOCCA ALBA	CHIALB
F1	1	4	7	0.1	C	F1_1_4_7_0.1_C	DYSCHORISTE ANGUSTA      	DYSCHORISTE ANGUSTA	DYSANG	1	1/15/1998	1/15/1998						
F1	1	4	7	0.3	C	F1_1_4_7_0.3_C	BORRERIA TERMINALIS      	BORRERIA TERMINALIS	BORTER	2	1/15/1998	1/15/1998					SPERMACOCE VERTICILLATA	SPEVER
F1	1	4	7	0.3	C	F1_1_4_7_0.3_C	CHAMAESYCE PORTERIANA     	CHAMAESYCE PORTERIANA	CHAPOR	1	1/15/1998	1/15/1998					EUPHORBIA PORTERIANA	EUPPOR
F1	1	4	7	0.3	C	F1_1_4_7_0.3_C	CHIOCOCCA PARVIFOLIA      	CHIOCOCCA PARVIFOLIA	CHIPAR	8	1/15/1998	1/15/1998					CHIOCOCCA ALBA	CHIALB
F1	1	4	7	0.3	C	F1_1_4_7_0.3_C	DICHROMENA COLORATA      	DICHROMENA COLORATA	DICCOL	1	1/15/1998	1/15/1998					RHYNCHOSPORA COLORATA	RHYCOL
F1	1	4	7	0.3	C	F1_1_4_7_0.3_C	DYSCHORISTE ANGUSTA      	DYSCHORISTE ANGUSTA	DYSANG	1	1/15/1998	1/15/1998						
F1	1	4	7	0.3	C	F1_1_4_7_0.3_C	PASPALUM SP          	PASPALUM SPP	PASSPP	2	1/15/1998	1/15/1998						
F1	1	4	7	0.3	C	F1_1_4_7_0.3_C	PINUS ELLIOTTII SEEDLING	PINUS ELLIOTTII	PINELL	2	1/15/1998	1/15/1998						
F1	1	4	7	0.3	C	F1_1_4_7_0.3_C	PINUS ELLIOTTII SEEDLING IND	PINUS ELLIOTTII	PINELL	1	1/15/1998	1/15/1998						
F1	1	4	7	0.3	C	F1_1_4_7_0.3_C	ROCK	ROCK		7	1/15/1998	1/15/1998						
F1	1	4	7	0.3	C	F1_1_4_7_0.3_C	SABAL PALMETTO         	SABAL PALMETTO	SABPAL	1	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	ACACIA PINETORUM        	ACACIA PINETORUM	ACAPIN	22	1/15/1998	1/15/1998					VACHELLIA FARNESIANA VAR. PINETORUM	VACFARPIN
F1	1	4	7	1	C	F1_1_4_7_1_C	ANEMIA ADIANTIFOLIA      	ANEMIA ADIANTIFOLIA	ANEADI	4	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	BORRERIA TERMINALIS      	BORRERIA TERMINALIS	BORTER	30	1/15/1998	1/15/1998					SPERMACOCE VERTICILLATA	SPEVER
F1	1	4	7	1	C	F1_1_4_7_1_C	CHAMAESYCE PORTERIANA     	CHAMAESYCE PORTERIANA	CHAPOR	2	1/15/1998	1/15/1998					EUPHORBIA PORTERIANA	EUPPOR
F1	1	4	7	1	C	F1_1_4_7_1_C	CHIOCOCCA PARVIFOLIA      	CHIOCOCCA PARVIFOLIA	CHIPAR	38	1/15/1998	1/15/1998					CHIOCOCCA ALBA	CHIALB
F1	1	4	7	1	C	F1_1_4_7_1_C	DICHROMENA COLORATA      	DICHROMENA COLORATA	DICCOL	10	1/15/1998	1/15/1998					RHYNCHOSPORA COLORATA	RHYCOL
F1	1	4	7	1	C	F1_1_4_7_1_C	DYSCHORISTE ANGUSTA      	DYSCHORISTE ANGUSTA	DYSANG	1	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	ILEX CASSINE          	ILEX CASSINE	ILECAS	6	1/15/1998	1/15/1998					ILEX CASSINE VAR. CASSINE	ILECASCAS
F1	1	4	7	1	C	F1_1_4_7_1_C	MIKANIA SCANDENS        	MIKANIA SCANDENS	MIKSCA	8	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	MORINDA ROYOC         	MORINDA ROYOC	MORROY	8	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	MYRICA CERIFERA        	MYRICA CERIFERA	MYRCER	6	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	PASPALUM SP          	PASPALUM SPP	PASSPP	7	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	PHYLLANTHUS SP         	PHYLLANTHUS SPP	PHYSPP	7	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	ROCK	ROCK		37	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	SABAL PALMETTO         	SABAL PALMETTO	SABPAL	73	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	SAMOLUS EBRACTEATUS      	SAMOLUS EBRACTEATUS	SAMEBR	1	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	SCHIZACHYRIUM RHIZOMATUM    	SCHIZACHYRIUM RHIZOMATUM	SCHRHI	17	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	CENTELLA ASIATICA       	CENTELLA ASIATICA	CENASI	1	1/15/1998	1/15/1998						
F1	1	4	7	1	C	F1_1_4_7_1_C	SMILAX AURICULATA       	SMILAX AURICULATA	SMIAUR	8	1/15/1998	1/15/1998						
F1	1	4	7	3	C	F1_1_4_7_3_C	UNKN ORCHID F141	UNKN ORCHID F141		1	1/15/1998	1/15/1998						
F1	1	4	7	3	C	F1_1_4_7_3_C	WALTHERIA INDICA	WALTHERIA INDICA	WALIND	11	1/15/1998	1/15/1998						
F1	1	4	7	3	C	F1_1_4_7_3_C	ACALYPHA CHAMAEDRIFOLIA	ACALYPHA CHAMAEDRIFOLIA	ACACHA	11	1/15/1998	1/15/1998						
F1	1	4	7	3	C	F1_1_4_7_3_C	ANGADENIA SAGRAEI       	ANGADENIA SAGRAEI	ANGSAG	5	1/15/1998	1/15/1998						
F1	1	4	7	3	C	F1_1_4_7_3_C	ARDISIA ESCALLONIOIDES     	ARDISIA ESCALLONIOIDES	ARDESC	4	1/15/1998	1/15/1998						
F1	1	4	7	3	C	F1_1_4_7_3_C	BUMELIA RECLINATA       	BUMELIA RECLINATA	BUMREC	2	1/15/1998	1/15/1998						
F1	1	4	7	3	C	F1_1_4_7_3_C	CASSYTHA FILIFORMIS      	CASSYTHA FILIFORMIS	CASFIL	1	1/15/1998	1/15/1998						
F1	1	4	7	3	C	F1_1_4_7_3_C	CIRSIUM VITTATUM        	CIRSIUM VITTATUM	CIRVIT	1	1/15/1998	1/15/1998					CIRSIUM HORRIDULUM	CIRHOR
F1	1	4	7	3	C	F1_1_4_7_3_C	CROTOLARIA PUMILA       	CROTALARIA PUMILA	CROPUM	6	1/15/1998	1/15/1998						
F1	1	4	7	3	C	F1_1_4_7_3_C	DICHANTHELIUM ACICULARE    	DICHANTHELIUM ACICULARE	DICACI	10	1/15/1998	1/15/1998						
F1	1	4	7	3	C	F1_1_4_7_3_C	EUGENIA AXILLARIS        	EUGENIA AXILLARIS	EUGAXI	20	1/15/1998	1/15/1998						
